14390,Враца,Криводол,с. Галатин
14406,Враца,Бяла Слатина,с. Галиче
14413,Смолян,Мадан,с. Галище
14427,Враца,Оряхово,с. Галово
14430,Велико Търново,Елена,с. Ганев дол
14458,Габрово,Дряново,с. Ганчовец
14461,София,Своге,с. Бов
14475,София,Своге,с. Лакатник
14489,Видин,Димово,с. Орешец
14492,Благоевград,Кресна,гр. Кресна
14516,Шумен,Хитрино,с. Хитрино
14521,Благоевград,Белица,с. Златарица
14533,Габрово,Габрово,с. Гарван
14547,Силистра,Ситово,с. Гарван
14550,Хасково,Хасково,с. Гарваново
14578,Велико Търново,Велико Търново,с. Гащевци
14581,Благоевград,Петрич,с. Гега
14605,Смолян,Смолян,с. Гела
14619,Пазарджик,Пазарджик,с. Гелеменово
14647,Кърджали,Джебел,с. Генерал Гешево
14653,Варна,Аксаково,с. Генерал Кантарджиево
14667,Варна,Вълчи дол,с. Генерал Киселово
14670,Варна,Вълчи дол,с. Генерал Колево
14684,Добрич,Добрич-селска,с. Генерал Колево
14698,Видин,Видин,с. Генерал Мариново
14708,Хасково,Свиленград,с. Генералово
14711,Добрич,Генерал Тошево,гр. Генерал Тошево
14725,Ямбол,Тунджа,с. Генерал Тошево
14742,Габрово,Габрово,с. Геновци
14756,Габрово,Габрово,с. Генчовци
14762,Габрово,Дряново,с. Геня
14773,Монтана,Георги Дамяново,с. Георги Дамяново
14787,Хасково,Любимец,с. Георги Добрево
14800,Сливен,Сливен,с. Гергевец
14814,Габрово,Габрово,с. Гергини
14831,София (столица),Столична,с. Герман
14859,Габрово,Дряново,с. Геша
14862,Добрич,Добрич-селска,с. Гешаново
14876,Плевен,Гулянци,с. Гиген
14888,Плевен,Гулянци,с. Искър
14893,Перник,Брезник,с. Гигинци
14903,София,Годеч,с. Гинци
14917,Кюстендил,Кюстендил,с. Гирчевци
14920,Стара Загора,Чирпан,с. Гита
14934,Плевен,Червен бряг,с. Глава
14948,Силистра,Силистра,с. Главан
14951,Стара Загора,Гълъбово,с. Главан
14965,Монтана,Георги Дамяново,с. Главановци
14979,Перник,Трън,с. Главановци
14982,Добрич,Тервел,с. Главанци
14996,Пловдив,Калояново,с. Главатар
15000,Кърджали,Кърджали,с. Главатарци
15014,Враца,Криводол,с. Главаци
15028,Пазарджик,Пазарджик,с. Главиница
15031,Силистра,Главиница,гр. Главиница
15045,Търговище,Антоново,с. Глашатай
15059,Габрово,Габрово,с. Гледаци
15062,Стара Загора,Раднево,с. Гледачево
15093,Хасково,Стамболово,с. Гледка
15103,Търговище,Попово,с. Глогинка
15117,Смолян,Баните,с. Глогино
15120,Велико Търново,Елена,с. Глоговец
15134,Перник,Трън,с. Глоговица
15148,Ловеч,Тетевен,с. Глогово
15151,Русе,Ветово,гр. Глоджево
15165,Ловеч,Тетевен,с. Гложене
15179,Хасково,Ивайловград,с. Глумово
15182,Бургас,Карнобат,с. Глумче
15196,Габрово,Трявна,с. Глутниците
15206,Сливен,Сливен,с. Глуфишево
15216,Кърджали,Кърджали,с. Глухар
15223,Габрово,Дряново,с. Глушка
15237,Сливен,Сливен,с. Глушник
15240,Хасково,Ивайловград,с. Гнездаре
15268,Кърджали,Кърджали,с. Гняздово
15271,Пазарджик,Пазарджик,с. Говедаре
15285,София,Самоков,с. Говедарци
15299,Монтана,Георги Дамяново,с. Говежда
15309,София,Годеч,гр. Годеч
15312,Благоевград,Сатовча,с. Годешево
15326,Благоевград,Разлог,с. Годлево
15331,Перник,Брезник,с. Гоз
15343,Смолян,Смолян,с. Гоздевица
15357,Габрово,Дряново,с. Гоздейка
15374,София,Костенец,с. Голак
15391,Велико Търново,Елена,с. Големани
15401,Велико Търново,Велико Търново,с. Големаните
15415,Видин,Кула,с. Големаново
15429,Хасково,Хасково,с. Големанци
15432,София,Елин Пелин,с. Голема Раковица
15446,Кюстендил,Бобов дол,с. Голема Фуча
15457,Кюстендил,Бобов дол,с. Голям Върбовник
15463,Габрово,Дряново,с. Големи Българени
15480,Габрово,Трявна,с. Големи Станчовци
15494,Враца,Криводол,с. Големо Бабино
15504,Перник,Перник,с. Големо Бучино
15518,София,Драгоман,с. Големо Малово
15521,Враца,Враца,с. Голямо Пещене
15535,Кюстендил,Бобов дол,с. Големо село
15549,Благоевград,Сандански,с. Голем Цалим
15552,Ловеч,Угърчин,с. Голец
15566,Силистра,Кайнарджа,с. Голеш
15572,София,Годеч,с. Голеш
15583,Благоевград,Сандански,с. Голешово
15597,Варна,Долни чифлик,с. Голица
15607,Кърджали,Ардино,с. Голобрад
15610,Хасково,Стамболово,с. Голобрадово
15638,Благоевград,Белица,с. Гълъбово
15641,Кърджали,Кърджали,с. Голяма бара
15655,Ловеч,Ябланица,с. Голяма Брестница
15669,Разград,Самуил,с. Голяма вода
15698,Хасково,Маджарово,с. Голяма долина
15703,Ловеч,Троян,с. Голяма Желязна
15713,Кърджали,Крумовград,с. Голяма Чинка
15727,Кърджали,Крумовград,с. Голям Девесил
15730,Ямбол,Елхово,с. Голям Дервент
15744,Стара Загора,Братя Даскалови,с. Голям дол
15758,Ловеч,Тетевен,с. Голям извор
15761,Разград,Самуил,с. Голям извор
15775,Хасково,Стамболово,с. Голям извор
15789,Ямбол,Тунджа,с. Голям манастир
15792,Хасково,Димитровград,с. Голямо Асеново
15802,Пазарджик,Белово,с. Голямо Белово
15816,Бургас,Средец,с. Голямо Буково
15829,Русе,Сливо поле,с. Голямо Враново
15833,Търговище,Опака,с. Голямо градище
15850,Търговище,Антоново,с. Голямо Доляне
15864,Стара Загора,Казанлък,с. Голямо Дряново
15878,Кърджали,Крумовград,с. Голямо Каменяне
15881,Ямбол,Болярово,с. Голямо Крушево
15895,Търговище,Търговище,с. Голямо ново
15919,Търговище,Търговище,с. Голямо Соколово
15922,Търговище,Омуртаг,с. Голямо църквище
15936,Сливен,Сливен,с. Голямо Чочовени
15944,Сливен,Твърдица,гр. Шивачево
15953,Разград,Исперих,с. Голям Поровец
15967,Бургас,Руен,с. Подгорец
15970,Пловдив,Съединение,с. Голям чардак
15984,София,Костинброд,с. Голяновци
15998,Видин,Видин,с. Гомотарци
16002,Ловеч,Ловеч,с. Горан
16016,Велико Търново,Велико Търново,с. Горановци
16026,Кюстендил,Кюстендил,с. Горановци
16033,Благоевград,Струмяни,с. Гореме
16047,Велико Търново,Велико Търново,с. Горен Еневец
16050,Варна,Долни чифлик,с. Горен чифлик
16064,Бургас,Поморие,с. Горица
16078,Варна,Бяла,с. Горица
16081,Търговище,Попово,с. Горица
16095,Добрич,Шабла,с. Горичане
16105,Разград,Кубрат,с. Горичево
16119,Монтана,Вършец,с. Горна Бела речка
16122,Враца,Мездра,с. Горна Бешовица
16136,Благоевград,Кресна,с. Горна Брезница
16141,Кюстендил,Кюстендил,с. Горна Брестница
16153,Монтана,Монтана,с. Горна Вереница
16167,Перник,Земен,с. Горна Врабча
16170,Перник,Земен,с. Горна Глоговица
16184,Монтана,Вълчедръм,с. Септемврийци
16198,Кюстендил,Кюстендил,с. Горна Гращица
16208,Перник,Радомир,с. Горна Диканя
16211,Търговище,Антоново,с. Горна Златица
16225,Търговище,Търговище,с. Горна Кабда
16239,Монтана,Чипровци,с. Горна Ковачица
16242,Кюстендил,Бобов дол,с. Горна Козница
16256,Враца,Мездра,с. Горна Кремена
16267,Кърджали,Кърджали,с. Горна крепост
16273,Благоевград,Струмяни,с. Горна Крушица
16287,Кърджали,Крумовград,с. Горна кула
16290,Велико Търново,Павликени,с. Горна Липница
16300,Монтана,Чипровци,с. Горна Лука
16314,София,Горна Малина,с. Горна Малина
16328,Пловдив,Калояново,с. Горна махала
16331,Перник,Трън,с. Горна Мелна
16345,Плевен,Долна Митрополия,с. Горна Митрополия
16359,Велико Търново,Горна Оряховица,гр. Горна Оряховица
16362,Благоевград,Струмяни,с. Горна Рибница
16376,Габрово,Севлиево,с. Горна Росица
16382,Перник,Брезник,с. Горна Секирна
16393,Велико Търново,Свищов,с. Горна Студена
16403,Благоевград,Сандански,с. Горна Сушица
16417,Велико Търново,Златарица,с. Горна Хаджийска
16420,Търговище,Омуртаг,с. Горна Хубавка
16448,София (столица),Столична,с. Горни Богров
16451,Враца,Оряхово,с. Горни Вадин
16479,Габрово,Дряново,с. Горни Върпища
16496,Хасково,Маджарово,с. Горни Главанак
16506,Габрово,Трявна,с. Горни Дамяновци
16513,Пловдив,Карлово,с. Горни Домлян
16523,Габрово,Дряново,с. Горни Драгойча
16537,Плевен,Долни Дъбник,с. Горни Дъбник
16540,Плевен,Червен бряг,с. Горник
16554,Кюстендил,Трекляно,с. Горни Коритен
16568,Велико Търново,Елена,с. Горни край
16571,Видин,Чупрене,с. Горни Лом
16585,Габрово,Трявна,с. Горни Маренци
16599,София,Самоков,с. Горни Окол
16609,Габрово,Трявна,с. Горни Радковци
16612,Перник,Брезник,с. Горни Романци
16626,Велико Търново,Елена,с. Горни Танчевци
16639,Монтана,Вълчедръм,с. Горни Цибър
16643,Габрово,Трявна,с. Горни Цоневци
16660,Кърджали,Крумовград,с. Горни Юруци
16674,Русе,Борово,с. Горно Абланово
16688,Сливен,Сливен,с. Горно Александрово
16691,Стара Загора,Братя Даскалови,с. Горно Белево
16701,Стара Загора,Стара Загора,с. Горно Ботево
16715,Габрово,Габрово,с. Горнова могила
16729,Хасково,Хасково,с. Горно Войводино
16732,Пазарджик,Септември,с. Горно вършило
16754,Благоевград,Разлог,с. Горно Драглище
16763,Благоевград,Гърмен,с. Горно Дряново
16780,Стара Загора,Казанлък,с. Горно Изворово
16794,София,Горна Малина,с. Горно Камарци
16804,Кюстендил,Трекляно,с. Горно Кобиле
16818,Търговище,Омуртаг,с. Горно Козарево
16821,Кърджали,Кирково,с. Горно Къпиново
16835,Хасково,Ивайловград,с. Горно Луково
16849,Търговище,Омуртаг,с. Горно Новково
16852,Стара Загора,Братя Даскалови,с. Горно ново село
16866,Монтана,Вършец,с. Горно Озирово
16870,Благоевград,Симитли,с. Горно Осеново
16883,Ловеч,Ловеч,с. Горно Павликене
16897,Враца,Враца,с. Горно Пещене
16907,Хасково,Маджарово,с. Горно поле
16910,Кърджали,Ардино,с. Горно Прахово
16924,Стара Загора,Павел баня,с. Горно Сахране
16938,София,Драгоман,с. Горно село
16941,Хасково,Ивайловград,с. Горноселци
16955,Пловдив,Асеновград,с. Горнослав
16969,Благоевград,Сандански,с. Горно Спанчево
16986,Ловеч,Троян,с. Горно трапе
16995,Кюстендил,Кюстендил,с. Горно Уйно
17004,Благоевград,Благоевград,с. Горно Хърсово
17018,Монтана,Монтана,с. Горно Церовене
17035,Бургас,Средец,с. Горно Ябълково
17049,Бургас,Сунгурларе,с. Горово
17052,Смолян,Смолян,с. Горово
17066,Разград,Лозница,с. Гороцвет
17077,Перник,Трън,с. Горочевци
17083,Велико Търново,Елена,с. Горска
17097,Ямбол,Болярово,с. Горска поляна
17107,Велико Търново,Горна Оряховица,с. Горски горен Тръмбеш
17124,Велико Търново,Горна Оряховица,с. Горски долен Тръмбеш
17138,Кърджали,Кирково,с. Горски извор
17141,Хасково,Димитровград,с. Горски извор
17155,Велико Търново,Стражица,с. Горски Сеновец
17169,Хасково,Ивайловград,с. Горско
17172,Търговище,Опака,с. Горско Абланово
17186,Кърджали,Момчилград,с. Горско Дюлево
17192,Велико Търново,Сухиндол,с. Горско Калугерово
17208,Велико Търново,Сухиндол,с. Горско Косово
17213,Велико Търново,Златарица,с. Горско ново село
17227,Велико Търново,Златарица,с. Горско Писарево
17230,Търговище,Омуртаг,с. Горско село
17244,Ловеч,Летница,с. Горско Сливово
17258,Плевен,Плевен,с. Горталово
17275,Добрич,Шабла,с. Горун
17289,София,Етрополе,с. Горунака
17302,Благоевград,Петрич,с. Горчево
17316,Габрово,Трявна,с. Горяни
17323,Варна,Бяла,с. Господиново
17333,Силистра,Кайнарджа,с. Господиново
17347,Благоевград,Гоце Делчев,с. Господинци
17350,Габрово,Дряново,с. Гостилица
17364,Плевен,Долна Митрополия,с. Гостиля
17378,Ловеч,Ловеч,с. Гостиня
17381,Благоевград,Банско,с. Гостун
17395,Благоевград,Гоце Делчев,гр. Гоце Делчев
17405,Благоевград,Симитли,с. Градево
17419,Ловеч,Тетевен,с. Градежница
17422,Видин,Видин,с. Градец
17436,Сливен,Котел,с. Градец
17449,София,Костинброд,с. Градец
17453,Враца,Криводол,с. Градешница
17467,Велико Търново,Полски Тръмбеш,с. Градина
17470,Плевен,Долни Дъбник,с. Градина
17484,Пловдив,Първомай,с. Градина
17498,Разград,Лозница,с. Градина
17508,Варна,Провадия,с. Градинарово
17511,Добрич,Генерал Тошево,с. Градини
17542,Габрово,Севлиево,с. Градище
17556,Плевен,Левски,с. Градище
17573,Шумен,Шумен,с. Градище
17587,Габрово,Севлиево,с. Градница
17590,Добрич,Тервел,с. Градница
17600,Сливен,Сливен,с. Градско
17614,Видин,Бойница,с. Градсковски колиби
17631,Смолян,Смолян,с. Градът
17645,Видин,Грамада,гр. Грамада
17659,Кюстендил,Дупница,с. Грамаде
17676,Смолян,Рудозем,с. Грамаде
17680,Кюстендил,Кюстендил,с. Грамаждано
17693,Бургас,Малко Търново,с. Граматиково
17703,Велико Търново,Елена,с. Граматици
17717,Стара Загора,Братя Даскалови,с. Гранит
17720,Бургас,Средец,с. Гранитец
17734,Видин,Белоградчик,с. Гранитово
17748,Ямбол,Елхово,с. Гранитово
17751,Кюстендил,Кюстендил,с. Граница
17765,Видин,Белоградчик,с. Граничак
17779,Бургас,Средец,с. Граничар
17782,Добрич,Шабла,с. Граничар
17796,Перник,Брезник,с. Режанци
17806,Пловдив,Марица,с. Граф Игнатиево
17823,Пазарджик,Велинград,с. Грашево
17837,Смолян,Смолян,с. Гращица
17840,Търговище,Антоново,с. Греевци
17854,Плевен,Плевен,с. Гривица
17868,Кърджали,Крумовград,с. Гривка
17871,Кърджали,Кирково,с. Гривяк
17885,София,Елин Пелин,с. Григорево
17909,Бургас,Сунгурларе,с. Грозден
17912,Варна,Долни чифлик,с. Гроздьово
17943,Монтана,Бойчиновци,с. Громшин
17957,Смолян,Девин,с. Грохотно
17960,Стара Загора,Раднево,с. Боздуганово
17974,Бургас,Средец,гр. Средец
17988,Кърджали,Момчилград,с. Груево
17991,Габрово,Габрово,с. Гръблевци
18006,София,Драгоман,с. Грълска падина
18018,Силистра,Дулово,с. Грънчарово
18037,София,Годеч,с. Губеш
18040,София,Своге,с. Губислав
18054,Хасково,Ивайловград,с. Гугутка
18068,Смолян,Смолян,с. Гудевица
18071,Кърджали,Крумовград,с. Гулийка
18085,Кърджали,Крумовград,с. Гулия
18099,Плевен,Гулянци,гр. Гулянци
18109,Ловеч,Троян,с. Гумощник
18112,Кюстендил,Кюстендил,с. Гурбановци
18126,Кърджали,Момчилград,с. Гургулица
18133,София,Сливница,с. Гургулят
18143,София,Ботевград,с. Гурково
18157,Стара Загора,Гурково,гр. Гурково
18160,Добрич,Балчик,с. Гурково
18174,София,Божурище,с. Гурмазово
18188,Шумен,Каолиново,с. Гусла
18191,Добрич,Тервел,с. Гуслар
18201,София,Самоков,с. Гуцал
18215,Габрово,Габрово,с. Гъбене
18229,Бургас,Поморие,с. Гълъбец
18232,Хасково,Хасково,с. Гълъбец
18259,Ямбол,Тунджа,с. Гълъбинци
18263,Перник,Радомир,с. Гълъбник
18277,Пловдив,Куклен,с. Гълъбово
18280,Стара Загора,Гълъбово,гр. Гълъбово
18294,София,Сливница,с. Гълъбовци
18304,Видин,Брегово,с. Гъмзово
18318,Кюстендил,Кюстендил,с. Гърбино
18321,Кърджали,Ардино,с. Гърбище
18335,Велико Търново,Елена,с. Гърдевци
18349,Перник,Брезник,с. Гърло
18352,Кюстендил,Кюстендил,с. Гърляно
18366,Благоевград,Гърмен,с. Гърмен
18374,Смолян,Неделино,с. Гърнати
18397,Габрово,Дряново,с. Гърня
18407,Търговище,Опака,с. Гърчиново
18410,Кърджали,Кърджали,с. Гъсково
18424,Смолян,Девин,с. Гьоврен
18455,Кюстендил,Кюстендил,с. Гюешево
18469,Бургас,Несебър,с. Гюльовца
18486,Видин,Ружинци,с. Гюргич
18490,София,Елин Пелин,с. Елин Пелин
18505,Враца,Козлодуй,с. Гложене
18513,Пазарджик,Велинград,с. Горна Биркова
18527,Пазарджик,Велинград,с. Горна Дъбева
18544,Кърджали,Ардино,с. Главник
18558,Кърджали,Кирково,с. Горно Кирково
18561,София,Костенец,с. Горна Василица
18575,Добрич,Генерал Тошево,с. Горица
18589,Разград,Разград,с. Гецово
20027,Велико Търново,Елена,с. Давери
20033,Смолян,Баните,с. Давидково
20047,Силистра,Кайнарджа,с. Давидово
20050,Търговище,Търговище,с. Давидово
20064,Благоевград,Белица,с. Дагоново
20078,Габрово,Трявна,с. Даевци
20081,Велико Търново,Елена,с. Дайновци
20105,Благоевград,Сандански,с. Дамяница
20119,Габрово,Севлиево,с. Дамяново
20153,Стара Загора,Раднево,с. Даскал-Атанасово
20167,Кърджали,Черноочене,с. Даскалово
20184,Русе,Две могили,гр. Две могили
20198,Смолян,Баните,с. Две тополи
20208,Кюстендил,Кюстендил,с. Дворище
20211,Стара Загора,Гурково,с. Дворище
20225,Габрово,Габрово,с. Дебел дял
20242,Велико Търново,Велико Търново,гр. Дебелец
20256,Перник,Радомир,с. Дебели лаг
20268,Велико Търново,Елена,с. Дебели рът
20273,Бургас,Средец,с. Дебелт
20287,Габрово,Севлиево,с. Дебелцово
20290,Смолян,Баните,с. Дебеляново
20300,Ловеч,Троян,с. Дебнево
20314,Плевен,Никопол,с. Дебово
20328,Благоевград,Благоевград,с. Дебочица
20331,Благоевград,Гърмен,с. Дебрен
20345,Благоевград,Сандански,с. Дебрене
20359,Добрич,Добрич-селска,с. Дебрене
20362,Пазарджик,Пазарджик,с. Дебръщица
20376,Враца,Враца,с. Девене
20383,Плевен,Червен бряг,с. Девенци
20393,Кърджали,Крумовград,с. Девесилица
20403,Кърджали,Крумовград,с. Девесилово
20417,Бургас,Карнобат,с. Деветак
20420,Ловеч,Ловеч,с. Деветаки
20434,Велико Търново,Велико Търново,с. Деветаците
20448,Бургас,Карнобат,с. Деветинци
20465,Смолян,Девин,гр. Девин
20479,Търговище,Антоново,с. Девино
20482,Варна,Девня,гр. Девня
20496,Кърджали,Кирково,с. Дедец
20506,Велико Търново,Златарица,с. Дедина
20514,Велико Търново,Златарица,с. Дединци
20523,Пловдив,Родопи,с. Дедово
20537,Плевен,Белене,с. Деков
20540,Благоевград,Благоевград,с. Делвино
20554,Кърджали,Кирково,с. Делвино
20568,Видин,Брегово,с. Делейна
20571,Велико Търново,Златарица,с. Делова махала
20585,Благоевград,Гоце Делчев,с. Делчево
20599,Варна,Дългопол,с. Дебелец
20609,Разград,Исперих,с. Делчево
20612,Кюстендил,Дупница,с. Делян
20626,София,Божурище,с. Делян
20630,Велико Търново,Свищов,с. Деляновци
20643,Шумен,Венец,с. Денница
20657,Ямбол,Болярово,с. Денница
20660,Габрово,Дряново,с. Денчевци
20674,Хасково,Свиленград,с. Дервишка могила
20688,Ловеч,Луковит,с. Дерманци
20701,Варна,Долни чифлик,с. Детелина
20715,Велико Търново,Велико Търново,с. Дечковци
20729,София,Ихтиман,с. Джамузовци
20732,Кърджали,Крумовград,с. Джанка
20746,Кърджали,Джебел,гр. Джебел
20755,Кърджали,Момчилград,с. Джелепско
20763,Кюстендил,Дупница,с. Джерман
20777,Кърджали,Кирково,с. Джерово
20780,Благоевград,Сандански,с. Джигурово
20804,Ямбол,Стралджа,с. Джинот
20818,Перник,Трън,с. Джинчовци
20835,Велико Търново,Лясковец,с. Джулюница
20849,Русе,Ценово,с. Джулюница
20852,Габрово,Габрово,с. Джумриите
20883,Пловдив,Лъки,с. Джурково
20897,София,Правец,с. Джурово
20907,Габрово,Дряново,с. Джуровци
20910,Благоевград,Сандански,с. Зорница
20938,Шумен,Шумен,с. Дибич
20941,Монтана,Георги Дамяново,с. Дива Слатина
20969,Габрово,Габрово,с. Дивеци
20972,Перник,Земен,с. Дивля
20986,Перник,Перник,с. Дивотино
20996,Ловеч,Тетевен,с. Дивчовото
21004,Смолян,Неделино,с. Диманово
21035,Габрово,Трявна,с. Димиевци
21049,Стара Загора,Чирпан,с. Димитриево
21052,Хасково,Димитровград,гр. Димитровград
21066,Велико Търново,Велико Търново,с. Димитровци
21078,Хасково,Свиленград,с. Димитровче
21083,Добрич,Добрич-селска,с. Победа
21097,Видин,Димово,гр. Димово
21107,Смолян,Смолян,с. Димово
21110,Велико Търново,Велико Търново,с. Димовци
21124,Стара Загора,Гурково,с. Димовци
21138,Велико Търново,Павликени,с. Димча
21141,Бургас,Бургас,с. Димчево
21155,Хасково,Хасково,с. Динево
21169,Пловдив,Марица,с. Динк
21172,Пазарджик,Лесичово,с. Динката
21186,Видин,Видин,с. Динковица
21193,Видин,Ружинци,с. Динково
21209,Стара Загора,Раднево,с. Диня
21213,Смолян,Мадан,с. Дирало
21227,Габрово,Севлиево,с. Дисманица
21230,Силистра,Главиница,с. Дичево
21244,Велико Търново,Велико Търново,с. Дичин
21258,Хасково,Димитровград,с. Длъгнево
21261,Габрово,Дряново,с. Длъгня
21275,Търговище,Антоново,с. Длъжка поляна
21289,Шумен,Хитрино,с. Длъжко
21292,Кюстендил,Невестино,с. Длъхчево-Сабляр
21302,Кърджали,Крумовград,с. Доборско
21316,София,Своге,с. Добравица
21324,Пловдив,Куклен,с. Добралък
21333,Бургас,Руен,с. Добра поляна
21347,Смолян,Рудозем,с. Добрева череша
21350,Добрич,Добрич-селска,с. Добрево
21364,Велико Търново,Елена,с. Добревци
21378,Габрово,Трявна,с. Добревци
21381,Ловеч,Ябланица,с. Добревци
21395,Габрово,Дряново,с. Добрените
21405,Шумен,Хитрино,с. Добри Войниково
21419,Варна,Аврен,с. Добри дол
21422,Кюстендил,Трекляно,с. Добри дол
21436,Монтана,Лом,с. Добри дол
21440,Пловдив,Първомай,с. Добри дол
21453,Велико Търново,Лясковец,с. Добри дял
21467,Благоевград,Струмяни,с. Добри лаки
21470,Добрич,Крушари,с. Добрин
21484,Варна,Провадия,с. Добрина
21498,Благоевград,Банско,гр. Добринище
21508,Бургас,Карнобат,с. Добриново
21511,Кърджали,Кърджали,с. Добриново
21525,Кърджали,Джебел,с. Добринци
21539,Хасково,Димитровград,с. Добрич
21542,Ямбол,Елхово,с. Добрич
21556,Пазарджик,Пазарджик,с. Добровница
21565,Кюстендил,Бобошево,с. Доброво
21587,Варна,Аксаково,с. Доброглед
21590,Ловеч,Троян,с. Добродан
21600,Враца,Борован,с. Добролево
21614,Бургас,Руен,с. Добромир
21628,Габрово,Севлиево,с. Добромирка
21631,Кърджали,Кирково,с. Добромирци
21645,Варна,Ветрино,с. Доброплодно
21659,Хасково,Тополовград,с. Доброселец
21662,София (столица),Столична,с. Доброславци
21676,Пловдив,Асеновград,с. Добростан
21680,Благоевград,Гоце Делчев,с. Добротино
21693,Силистра,Ситово,с. Добротица
21703,Търговище,Антоново,с. Добротица
21717,Варна,Вълчи дол,с. Добротич
21720,Силистра,Кайнарджа,с. Добруджанка
21734,Враца,Криводол,с. Добруша
21748,Благоевград,Разлог,с. Добърско
21751,София,Своге,с. Добърчин
21779,София,Елин Пелин,с. Доганово
21782,Кюстендил,Кюстендил,с. Дождевица
21796,Велико Търново,Велико Търново,с. Дойновци
21806,Кърджали,Ардино,с. Дойранци
21811,Шумен,Каолиново,с. Дойранци
21823,Ловеч,Ловеч,с. Дойренци
21837,Благоевград,Симитли,с. Докатичево
21840,Монтана,Монтана,с. Доктор Йосифово
21854,Перник,Трън,с. Докьовци
21868,Благоевград,Сатовча,с. Долен
21871,Смолян,Златоград,с. Долен
21885,Благоевград,Петрич,с. Долене
21899,Велико Търново,Велико Търново,с. Долен Еневец
21909,Благоевград,Сандански,с. Долени
21912,Варна,Долни чифлик,гр. Долни чифлик
21926,Силистра,Дулово,с. Долец
21937,Търговище,Попово,с. Долец
21943,Смолян,Мадан,с. Долие
21957,Добрич,Добрич-селска,с. Долина
21960,Шумен,Каолиново,с. Долина
21974,Кюстендил,Бобов дол,с. Долистово
21988,Варна,Аксаково,с. Долище
21991,Кърджали,Кърджали,с. Долище
22006,София,Долна баня,гр. Долна баня
22019,Монтана,Вършец,с. Долна Бела речка
22023,Враца,Роман,с. Долна Бешовица
22040,Монтана,Монтана,с. Долна Вереница
22054,Перник,Земен,с. Долна Врабча
22068,Благоевград,Кресна,с. Долна Градешница
22071,Кюстендил,Кюстендил,с. Долна Гращица
22085,Перник,Радомир,с. Долна Диканя
22099,Търговище,Антоново,с. Долна Златица
22109,Търговище,Попово,с. Долна Кабда
22112,Кюстендил,Невестино,с. Долна Козница
22126,Враца,Мездра,с. Долна Кремена
22134,Кърджали,Кърджали,с. Долна крепост
22143,Благоевград,Петрич,с. Долна Крушица
22157,Кърджали,Крумовград,с. Долна кула
22160,Велико Търново,Павликени,с. Долна Липница
22174,София,Горна Малина,с. Долна Малина
22191,Пловдив,Калояново,с. Долна махала
22201,Перник,Трън,с. Долна Мелна
22215,Плевен,Долна Митрополия,гр. Долна Митрополия
22229,София,Драгоман,с. Долна Невля
22232,Велико Търново,Горна Оряховица,гр. Долна Оряховица
22246,Благоевград,Петрич,с. Долна Рибница
22250,Монтана,Монтана,с. Долна Рикса
22263,Перник,Брезник,с. Долна Секирна
22277,Русе,Ценово,с. Долна Студена
22280,Търговище,Омуртаг,с. Долна Хубавка
22304,София (столица),Столична,с. Долни Богров
22318,Видин,Видин,с. Долни Бошняк
22321,Враца,Оряхово,с. Долни Вадин
22335,Плевен,Гулянци,с. Долни Вит
22352,Габрово,Дряново,с. Долни Върпища
22375,Хасково,Маджарово,с. Долни Главанак
22383,Велико Търново,Велико Търново,с. Долни Дамяновци
22397,Габрово,Дряново,с. Долни Драгойча
22407,Плевен,Долни Дъбник,гр. Долни Дъбник
22410,Кюстендил,Трекляно,с. Долни Коритен
22424,Видин,Чупрене,с. Долни Лом
22438,Плевен,Искър,с. Долни Луковит
22441,Габрово,Трявна,с. Долни Маренци
22455,Велико Търново,Елена,с. Долни Марян
22469,София,Самоков,с. Долни Окол
22472,София (столица),Столична,с. Долни Пасарел
22486,Габрово,Трявна,с. Долни Радковци
22490,Перник,Радомир,с. Долни Раковец
22506,Перник,Брезник,с. Долни Романци
22513,Велико Търново,Елена,с. Долни Танчевци
22527,Габрово,Трявна,с. Долни Томчевци
22530,Монтана,Вълчедръм,с. Долни Цибър
22544,Кърджали,Крумовград,с. Долни Юруци
22558,Русе,Русе,с. Долно Абланово
22561,Хасково,Димитровград,с. Долно Белево
22575,Хасково,Стамболово,с. Долно Ботево
22589,Хасково,Хасково,с. Долно Войводино
22592,Пазарджик,Септември,с. Долно вършило
22602,Благоевград,Разлог,с. Долно Драглище
22616,Благоевград,Гърмен,с. Долно Дряново
22633,Стара Загора,Казанлък,с. Долно Изворово
22647,София,Горна Малина,с. Долно Камарци
22650,Кюстендил,Трекляно,с. Долно Кобиле
22664,Търговище,Омуртаг,с. Долно Козарево
22678,Кърджали,Кирково,с. Долно Къпиново
22681,Пазарджик,Панагюрище,с. Левски
22695,Монтана,Лом,с. Долно Линево
22705,Хасково,Ивайловград,с. Долно Луково
22719,Търговище,Омуртаг,с. Долно Новково
22722,София,Драгоман,с. Долно ново село
22736,Стара Загора,Братя Даскалови,с. Долно ново село
22747,Монтана,Вършец,с. Долно Озирово
22753,Благоевград,Симитли,с. Долно Осеново
22767,Стара Загора,Гурково,с. Паничерево
22770,Хасково,Стамболово,с. Долно поле
22784,Кърджали,Ардино,с. Долно Прахово
22798,Силистра,Главиница,с. Долно Ряхово
22808,Стара Загора,Павел баня,с. Долно Сахране
22811,Кюстендил,Кюстендил,с. Долно село
22825,Хасково,Ивайловград,с. Долноселци
